47,Andriy,Shevchenko,Ukraine,Icons,ATT,91
48,Steven,Gerrard,England,Icons,MID,91
49,Edwin,van der Sar,Holland,Icons,GK,91
50,Sergio,Ramos García,Spain,Real Madrid,DEF,91
51,Fernando,Hierro Ruiz,Spain,Icons,DEF,91
52,Gheorghe,Hagi,Romania,Icons,MID,91
53,Luis,Suárez,Uruguay,FC Barcelona,ATT,91
54,Luka,Modri?,Croatia,Real Madrid,MID,91
55,Eden,Hazard,Belgium,Chelsea,ATT,91
56,Edson,Arantes Nascimento,Brazil,Icons,ATT,91
57,Sócrates,Vieira de Oliveira,Brazil,Icons,MID,91
58,Lothar,Matthäus,Germany,Icons,MID,91
59,Kevin,De Bruyne,Belgium,Manchester City,MID,91
60,David,De Gea Quintana,Spain,Manchester United,GK,91
61,Michael,Laudrup,Denmark,Icons,MID,91
62,Diego,Maradona,Argentina,Icons,MID,91
63,Lev,Yashin,Russia,Icons,GK,91
64,Ronaldo,de Assis Moreira,Brazil,Icons,MID,91
65,Patrick,Kluivert,Holland,Icons,ATT,91
66,Patrick,Vieira,France,Icons,MID,91
67,Roberto Carlos,da Silva Rocha,Brazil,Icons,DEF,91
68,Laurent,Blanc,France,Icons,DEF,91
69,Marco,van Basten,Holland,Icons,ATT,91
70,Franco,Baresi,Italy,Icons,DEF,91
71,Miroslav,Klose,Germany,Icons,ATT,91
72,Eusébio,da Silva Ferreira,Portugal,Icons,ATT,91
73,Johan,Cruyff,Holland,Icons,ATT,91
74,Roberto,Baggio,Italy,Icons,MID,91
75,Roy,Keane,Republic of Ireland,Icons,MID,90
76,Jay-Jay,Okocha,Nigeria,Icons,MID,90
77,Jens,Lehmann,Germany,Icons,GK,90
78,Rui Manuel,César Costa,Portugal,Icons,MID,90
79,Alessandro,Del Piero,Italy,Icons,ATT,90
80,Filippo,Inzaghi,Italy,Icons,ATT,90
81,Gianfranco,Zola,Italy,Icons,ATT,90
82,Emmanuel,Petit,France,Icons,MID,90
83,Claude,Makélélé,France,Icons,MID,90
84,Dennis,Bergkamp,Holland,Icons,MID,90
85,Frank,Lampard,England,Icons,MID,90
86,Jari,Litmanen,Finland,Icons,MID,90
87,Rio,Ferdinand,England,Icons,DEF,90
88,Hernán,Crespo,Argentina,Icons,ATT,90
89,Anderson Luís,de Souza,Portugal,Icons,MID,90
90,Luis,Hernández,Mexico,Icons,ATT,90
91,Manuel,Neuer,Germany,FC Bayern München,GK,90
92,Diego,Godín,Uruguay,Atlético Madrid,DEF,90
93,Toni,Kroos,Germany,Real Madrid,MID,90
94,Robert,Lewandowski,Poland,FC Bayern München,ATT,90
95,Peter,Schmeichel,Denmark,Icons,GK,90
96,Thibaut,Courtois,Belgium,Real Madrid,GK,90
97,Jan,Oblak,Slovenia,Atlético Madrid,GK,90
98,Frank,Rijkaard,Holland,Icons,MID,90
99,Ronaldo Luís,Nazário de Lima,Brazil,Icons,ATT,90
100,Thierry,Henry,France,Icons,ATT,90
101,Carles,Puyol Saforcada,Spain,Icons,DEF,90
102,Ruud,Gullit,Holland,Icons,MID,90
103,George,Best,Northern Ireland,Icons,ATT,90
104,Marc,Overmars,Holland,Icons,MID,90
105,Alessandro,Nesta,Italy,Icons,DEF,90
106,Luís Filipe,Madeira Caeiro Figo,Portugal,Icons,ATT,90
107,Henrik,Larsson,Sweden,Icons,ATT,90
108,Christian,Vieri,Italy,Icons,ATT,90
109,Ruud,van Nistelrooy,Holland,Icons,ATT,90
110,Hristo,Stoichkov,Bulgaria,Icons,ATT,90
111,Emilio,Butragueño Santos,Spain,Icons,ATT,90
112,Rivaldo Vítor,Borba Ferreira,Brazil,Icons,ATT,90
113,Juan Sebastián,Verón,Argentina,Icons,MID,90
114,Giorgio,Chiellini,Italy,Juventus,DEF,89
115,Sergio,Agüero,Argentina,Manchester City,ATT,89
116,David Josué,Jiménez Silva,Spain,Manchester City,MID,89
117,Mats,Hummels,Germany,FC Bayern München,DEF,89
118,Edinson,Cavani,Uruguay,Paris Saint-Germain,ATT,89
119,Eusébio,da Silva Ferreira,Portugal,Icons,ATT,89
120,Marc-André,ter Stegen,Germany,FC Barcelona,GK,89
121,Antoine,Griezmann,France,Atlético Madrid,ATT,89
122,Francisco Román,Alarcón Suárez,Spain,Real Madrid,MID,89
123,Harry,Kane,England,Tottenham Hotspur,ATT,89
124,Paulo,Dybala,Argentina,Juventus,MID,89
125,N'Golo,Kanté,France,Chelsea,MID,89
126,Lev,Yashin,Russia,Icons,GK,89
127,Laurent,Blanc,France,Icons,DEF,89
128,Ronaldo,de Assis Moreira,Brazil,Icons,MID,89
129,Marco,van Basten,Holland,Icons,ATT,89
130,Gheorghe,Hagi,Romania,Icons,MID,89
131,Michael,Laudrup,Denmark,Icons,ATT,89
132,Edwin,van der Sar,Holland,Icons,GK,89
133,Fabio,Cannavaro,Italy,Icons,DEF,89
134,Fernando,Hierro Ruiz,Spain,Icons,DEF,89
135,Ryan,Giggs,Wales,Icons,MID,89
136,Gary,Lineker,England,Icons,ATT,89
137,Bobby,Moore,England,Icons,DEF,89
138,Paul,Scholes,England,Icons,MID,89
139,Alan,Shearer,England,Icons,ATT,89
140,Pavel,Nedv?d,Czech Republic,Icons,MID,89
141,Miroslav,Klose,Germany,Icons,ATT,89
142,Sócrates,Vieira de Oliveira,Brazil,Icons,MID,89
143,Johan,Cruyff,Holland,Icons,ATT,89
144,David,Trezeguet,France,Icons,ATT,89
145,Steven,Gerrard,England,Icons,MID,89
146,Sol,Campbell,England,Icons,DEF,89
147,Gennaro,Gattuso,Italy,Icons,MID,89
148,Roberto,Baggio,Italy,Icons,ATT,89
149,Michael,Ballack,Germany,Icons,MID,89
150,Christian,Vieri,Italy,Icons,ATT,88
151,Roberto Carlos,da Silva Rocha,Brazil,Icons,DEF,88
152,Paolo,Maldini,Italy,Icons,DEF,88
153,Gianluigi,Buffon,Italy,Paris Saint-Germain,GK,88
154,Patrick,Vieira,France,Icons,MID,88
155,Marc,Overmars,Holland,Icons,ATT,88
156,Juan Sebastián,Verón,Argentina,Icons,MID,88
157,Samir,Handanovi?,Slovenia,Inter,GK,88
158,Thiago Emiliano,da Silva,Brazil,Paris Saint-Germain,DEF,88
159,Gonzalo,Higuaín,Argentina,Milan,ATT,88
160,Hugo,Lloris,France,Tottenham Hotspur,GK,88
161,Gareth,Bale,Wales,Real Madrid,ATT,88
162,Marcelo,Vieira da Silva,Brazil,Real Madrid,DEF,88
163,Philippe,Coutinho Correia,Brazil,FC Barcelona,ATT,88
164,Sergio,Busquets Burgos,Spain,FC Barcelona,MID,88
165,Christian,Eriksen,Denmark,Tottenham Hotspur,MID,88
166,Paul,Pogba,France,Manchester United,MID,88
167,Lorenzo,Insigne,Italy,Napoli,ATT,88
168,James,Rodríguez,Colombia,FC Bayern München,MID,88
169,Carlos Henrique,Venancio Casimiro,Brazil,Real Madrid,MID,88
170,Mohamed,Salah,Egypt,Liverpool,ATT,88
171,Rio,Ferdinand,England,Icons,DEF,88
172,Emmanuel,Petit,France,Icons,MID,88
173,Patrick,Kluivert,Holland,Icons,ATT,88
174,Rui Manuel,César Costa,Portugal,Icons,MID,88
175,Lothar,Matthäus,Germany,Icons,DEF,88
176,George,Best,Northern Ireland,Icons,ATT,88
177,Alessandro,Nesta,Italy,Icons,DEF,88
178,Robert,Pirès,France,Icons,MID,88
179,Luís Filipe,Madeira Caeiro Figo,Portugal,Icons,MID,88
180,Michael,Owen,England,Icons,ATT,88
181,Jens,Lehmann,Germany,Icons,GK,88
182,Jari,Litmanen,Finland,Icons,MID,88
183,Andriy,Shevchenko,Ukraine,Icons,ATT,88
184,Frank,Rijkaard,Holland,Icons,DEF,88
185,Javier,Zanetti,Argentina,Icons,DEF,88
186,Marcel,Desailly,France,Icons,MID,88
187,Franco,Baresi,Italy,Icons,DEF,88
188,Roy,Keane,Republic of Ireland,Icons,MID,88
189,Hidetoshi,Nakata,Japan,Icons,MID,88
190,Clarence,Seedorf,Holland,Icons,MID,88
191,Frank,Lampard,England,Icons,MID,88
192,Raúl,González Blanco,Spain,Icons,ATT,88
193,Andrés,Iniesta Luján,Spain,Vissel Kobe,MID,87
194,Gennaro,Gattuso,Italy,Icons,MID,87
195,Miroslav,Klose,Germany,Icons,ATT,87
196,Henrik,Larsson,Sweden,Icons,ATT,87
197,Gerard,Piqué Bernabeu,Spain,FC Barcelona,DEF,87
198,Ivan,Rakiti?,Croatia,FC Barcelona,MID,87
199,Marek,Hamšík,Slovakia,Napoli,MID,87
200,Jan,Vertonghen,Belgium,Tottenham Hotspur,DEF,87
201,Dries,Mertens,Belgium,Napoli,ATT,87
202,Alexis,Sánchez,Chile,Manchester United,ATT,87
203,Pierre-Emerick,Aubameyang,Gabon,Arsenal,ATT,87
204,Jordi,Alba Ramos,Spain,FC Barcelona,DEF,87
205,Ciro,Immobile,Italy,Lazio,ATT,87
206,Romelu,Lukaku,Belgium,Manchester United,ATT,87
207,Keylor,Navas,Costa Rica,Real Madrid,GK,87
208,Kalidou,Koulibaly,Senegal,Napoli,DEF,87
209,Mauro,Icardi,Argentina,Inter,ATT,87
210,Samuel,Umtiti,France,FC Barcelona,DEF,87
211,Kylian,Mbappé,France,Paris Saint-Germain,ATT,87
212,Thierry,Henry,France,Icons,ATT,87
213,Alessandro,Del Piero,Italy,Icons,ATT,87
214,Dennis,Bergkamp,Holland,Icons,ATT,87
215,Hernán,Crespo,Argentina,Icons,ATT,87
216,Luis,Hernández,Mexico,Icons,ATT,87
217,Anderson Luís,de Souza,Portugal,Icons,MID,87
218,Edwin,van der Sar,Holland,Icons,GK,87
219,Fabio,Cannavaro,Italy,Icons,DEF,87
220,Filippo,Inzaghi,Italy,Icons,ATT,87
221,Jay-Jay,Okocha,Nigeria,Icons,MID,87
222,Gianfranco,Zola,Italy,Icons,ATT,87
223,Javier,Zanetti,Argentina,Icons,DEF,87
224,Ryan,Giggs,Wales,Icons,MID,87
225,Gary,Lineker,England,Icons,ATT,87
226,Marcel,Desailly,France,Icons,DEF,87
227,Bobby,Moore,England,Icons,DEF,87
228,Paul,Scholes,England,Icons,MID,87
229,Hristo,Stoichkov,Bulgaria,Icons,ATT,87
230,Alan,Shearer,England,Icons,ATT,87
231,Emilio,Butragueño Santos,Spain,Icons,ATT,87
232,Sócrates,Vieira de Oliveira,Brazil,Icons,MID,87
233,Claude,Makélélé,France,Icons,MID,87
234,Rivaldo Vítor,Borba Ferreira,Brazil,Icons,MID,87
235,Sol,Campbell,England,Icons,DEF,87
236,Patrick,Kluivert,Holland,Icons,ATT,86
237,Carles,Puyol Saforcada,Spain,Icons,DEF,86
238,Hidetoshi,Nakata,Japan,Icons,MID,86
239,Fernando Luiz,Rosa,Brazil,Manchester City,MID,86
240,Ronaldo,Aparecido Rodrigues,Brazil,FC Schalke 04,DEF,86
241,Mesut,Özil,Germany,Arsenal,MID,86
242,Medhi,Benatia,Morocco,Juventus,DEF,86
243,Miralem,Pjani?,Bosnia and Herzegovina,Juventus,MID,86
244,Ivan,Periši?,Croatia,Inter,MID,86
245,Jérôme,Boateng,Germany,FC Bayern München,DEF,86
246,Leonardo,Bonucci,Italy,Juventus,DEF,86
247,César,Azpilicueta Tanco,Spain,Chelsea,DEF,86
248,Thiago,Alcântara,Spain,FC Bayern München,MID,86
249,Daniel,Parejo Muñoz,Spain,Valencia CF,MID,86
250,Thomas,Müller,Germany,FC Bayern München,ATT,86
251,Douglas,Costa de Souza,Brazil,Juventus,MID,86
252,Alex Sandro,Lobo Silva,Brazil,Juventus,DEF,86
253,Nemanja,Mati?,Serbia,Manchester United,MID,86
254,Nicolás,Otamendi,Argentina,Manchester City,DEF,86
255,Marco,Verratti,Italy,Paris Saint-Germain,MID,86
256,Raphaël,Varane,France,Real Madrid,DEF,86
257,Roberto Firmino,Barbosa de Oliveira,Brazil,Liverpool,ATT,86
258,Sadio,Mané,Senegal,Liverpool,ATT,86
259,Ederson,Santana de Moraes,Brazil,Manchester City,GK,86
260,Leroy,Sané,Germany,Manchester City,ATT,86
261,Roberto Carlos,da Silva Rocha,Brazil,Icons,DEF,86
262,Juan Sebastián,Verón,Argentina,Icons,MID,86
263,Patrick,Vieira,France,Icons,MID,86
264,Peter,Schmeichel,Denmark,Icons,GK,86
265,Ruud,Gullit,Holland,Icons,MID,86
266,Marc,Overmars,Holland,Icons,ATT,86
267,Fernando,Hierro Ruiz,Spain,Icons,DEF,86
268,Michael,Owen,England,Icons,ATT,86
269,Henrik,Larsson,Sweden,Icons,ATT,86
270,Andriy,Shevchenko,Ukraine,Icons,ATT,86
271,Frank,Rijkaard,Holland,Icons,MID,86
272,Christian,Vieri,Italy,Icons,ATT,86
273,Ruud,van Nistelrooy,Holland,Icons,ATT,86
274,Pavel,Nedv?d,Czech Republic,Icons,MID,86
275,Roy,Keane,Republic of Ireland,Icons,MID,86
276,David,Trezeguet,France,Icons,ATT,86
277,Frank,Lampard,England,Icons,MID,86
278,Steven,Gerrard,England,Icons,MID,86
279,Raúl,González Blanco,Spain,Icons,ATT,86
280,Michael,Ballack,Germany,Icons,MID,86
281,Sol,Campbell,England,Icons,DEF,85
282,Arjen,Robben,Holland,FC Bayern München,MID,85
283,Zlatan,Ibrahimovi?,Sweden,LA Galaxy,ATT,85
284,Képler Laveran,Lima Ferreira,Portugal,Be?ikta? JK,DEF,85
285,Vincent,Kompany,Belgium,Manchester City,DEF,85
286,Franck,Ribéry,France,FC Bayern München,MID,85
287,Filipe Luís,Kasmirski,Brazil,Atlético Madrid,DEF,85
288,Radamel Falcao,García Zarate,Colombia,AS Monaco Football Club SA,ATT,85
289,João Miranda,de Souza Filho,Brazil,Inter,DEF,85
290,Blaise,Matuidi,France,Juventus,MID,85
291,Radja,Nainggolan,Belgium,Inter,MID,85
292,Diego,da Silva Costa,Spain,Atlético Madrid,ATT,85
293,Sami,Khedira,Germany,Juventus,MID,85
294,Edin,Džeko,Bosnia and Herzegovina,Roma,ATT,85
295,Arturo,Vidal,Chile,FC Barcelona,MID,85
296,Toby,Alderweireld,Belgium,Tottenham Hotspur,DEF,85
297,Yacine,Brahimi,Algeria,FC Porto,MID,85
298,José Paulo,Bezerra M. Júnior,Brazil,Guangzhou Evergrande Taobao,MID,85
299,Marco,Reus,Germany,Borussia Dortmund,MID,85
300,Iago,Aspas Juncal,Spain,RC Celta,ATT,85
301,Kostas,Manolas,Greece,Roma,DEF,85
302,Jorge,Resurrección,Spain,Atlético Madrid,MID,85
303,David,Alaba,Austria,FC Bayern München,DEF,85
304,Raheem,Sterling,England,Manchester City,ATT,85
305,Virgil,van Dijk,Holland,Liverpool,DEF,85
306,Riyad,Mahrez,Algeria,Manchester City,ATT,85
307,Saúl,Ñíguez Esclápez,Spain,Atlético Madrid,MID,85
308,Fábio,Henrique Tavares,Brazil,Liverpool,MID,85
309,Joshua,Kimmich,Germany,FC Bayern München,DEF,85
310,Alisson,Ramses Becker,Brazil,Liverpool,GK,85
311,Nabil,Fekir,France,Olympique Lyonnais,MID,85
312,Marco,Asensio Willemsen,Spain,Real Madrid,ATT,85
313,Laurent,Blanc,France,Icons,MID,85
314,Sergej,Milinkovi?-Savi?,Serbia,Lazio,MID,85
315,Milan,Škriniar,Slovakia,Inter,DEF,85
316,Rio,Ferdinand,England,Icons,DEF,85
317,Emmanuel,Petit,France,Icons,DEF,85
318,Hernán,Crespo,Argentina,Icons,ATT,85
319,Luis,Hernández,Mexico,Icons,ATT,85
320,Rui Manuel,César Costa,Portugal,Icons,MID,85
321,Anderson Luís,de Souza,Portugal,Icons,MID,85
322,Gheorghe,Hagi,Romania,Icons,MID,85
323,Michael,Laudrup,Denmark,Icons,ATT,85
324,Robert,Pirès,France,Icons,MID,85
325,Filippo,Inzaghi,Italy,Icons,ATT,85
326,Jay-Jay,Okocha,Nigeria,Icons,MID,85
327,Gianfranco,Zola,Italy,Icons,ATT,85
328,Jens,Lehmann,Germany,Icons,GK,85
329,Jari,Litmanen,Finland,Icons,ATT,85
330,Hidetoshi,Nakata,Japan,Icons,MID,85
331,Claude,Makélélé,France,Icons,MID,85
332,Clarence,Seedorf,Holland,Icons,MID,85
333,Gennaro,Gattuso,Italy,Icons,MID,85
334,Ricardo Andrade,Quaresma Bernardo,Portugal,Be?ikta? JK,MID,84
335,Andrea,Barzagli,Italy,Juventus,DEF,84
336,Alejandro,Gómez,Argentina,Atalanta,ATT,84
337,Raúl,Albiol Tortajada,Spain,Napoli,DEF,84
338,Moussa,Dembélé,Belgium,Tottenham Hotspur,MID,84
339,Francesc,Fàbregas i Soler,Spain,Chelsea,MID,84
340,Kasper,Schmeichel,Denmark,Leicester City,GK,84
341,Karim,Benzema,France,Real Madrid,ATT,84
342,Stéphane,Ruffier,France,AS Saint-Étienne,GK,84
343,Sokratis,Papastathopoulos,Greece,Arsenal,DEF,84
344,Jonas,Gonçalves Oliveira,Brazil,SL Benfica,ATT,84
345,Dimitri,Payet,France,Olympique de Marseille,MID,84
346,Javier,Martínez Aginaga,Spain,FC Bayern München,MID,84
347,Sergio,Asenjo Andrés,Spain,Villarreal CF,GK,84
348,Willian,Borges da Silva,Brazil,Chelsea,ATT,84
349,Mario,Mandžuki?,Croatia,Juventus,ATT,84
350,Ángel,Di María,Argentina,Paris Saint-Germain,ATT,84
351,José María,Callejón Bueno,Spain,Napoli,ATT,84
352,Wojciech,Szcz?sny,Poland,Juventus,GK,84
353,?lkay,Gündo?an,Germany,Manchester City,MID,84
354,Kyle,Walker,England,Manchester City,DEF,84
355,Asier,Illarramendi,Spain,Real Sociedad,MID,84
356,Lukáš,Hrádecký,Finland,Bayer 04 Leverkusen,GK,84
357,Bernd,Leno,Germany,Arsenal,GK,84
358,Henrikh,Mkhitaryan,Armenia,Arsenal,MID,84
359,Juan,Cuadrado,Colombia,Juventus,MID,84
360,Alexandre,Lacazette,France,Arsenal,ATT,84
361,Norberto,Murara Neto,Brazil,Valencia CF,GK,84
362,Mattia,Perin,Italy,Juventus,GK,84
363,Stefan,de Vrij,Holland,Inter,DEF,84
364,Rodrigo,Moreno Machado,Spain,Valencia CF,ATT,84
365,Anthony,Lopes,Portugal,Olympique Lyonnais,GK,84
366,Sergio,Roberto Carnicer,Spain,FC Barcelona,DEF,84
367,Heung Min,Son,Korea Republic,Tottenham Hotspur,MID,84
368,Daniel,Carvajal Ramos,Spain,Real Madrid,DEF,84
369,Florian,Thauvin,France,Olympique de Marseille,MID,84
370,Luiz Frello,Filho Jorge,Italy,Chelsea,MID,84
371,William,Silva de Carvalho,Portugal,Real Betis,MID,84
372,Marcos,Aoás Corrêa,Brazil,Paris Saint-Germain,DEF,84
373,Dele,Alli,England,Tottenham Hotspur,MID,84
374,Niklas,Süle,Germany,FC Bayern München,DEF,84
375,Alex,Nicolao Telles,Brazil,FC Porto,DEF,84
376,José María,Giménez,Uruguay,Atlético Madrid,DEF,84
377,Bernardo Mota,Carvalho e Silva,Portugal,Manchester City,ATT,84
378,Davinson,Sánchez,Colombia,Tottenham Hotspur,DEF,84
379,José Manuel,Reina Páez,Spain,Milan,GK,83
380,Daniele,De Rossi,Italy,Roma,MID,83
381,Aritz,Aduriz Zubeldia,Spain,Athletic Club,ATT,83
382,Steve,Mandanda,France,Olympique de Marseille,GK,83
383,Emiliano,Viviano,Italy,Sporting CP,GK,83
384,Lucas,Pezzini Leiva,Brazil,Lazio,MID,83
385,Rui Pedro,dos Santos Patrício,Portugal,Wolverhampton Wanderers,GK,83
386,Antonio,Adán Garrido,Spain,Atlético Madrid,GK,83
387,Juan Manuel,Mata García,Spain,Manchester United,MID,83
388,Éver,Banega,Argentina,Sevilla FC,MID,83
389,Ralf,Fährmann,Germany,FC Schalke 04,GK,83
390,David Luiz,Moreira Marinho,Brazil,Chelsea,DEF,83
391,Giuliano Victor,de Paula,Brazil,Al Nassr,MID,83
392,Luiz Gustavo,Dias,Brazil,Olympique de Marseille,MID,83
393,Mario,Balotelli,Italy,OGC Nice,ATT,83
394,Bas,Dost,Holland,Sporting CP,ATT,83
395,Shinji,Kagawa,Japan,Borussia Dortmund,MID,83
396,Kevin,Strootman,Holland,Olympique de Marseille,MID,83
397,Kamil,Glik,Poland,AS Monaco Football Club SA,DEF,83
398,Danijel,Subaši?,Croatia,AS Monaco Football Club SA,GK,83
399,Oliver,Baumann,Germany,TSG 1899 Hoffenheim,GK,83
400,Willian José,da Silva,Brazil,Real Sociedad,ATT,83
401,Luis Miguel,Afonso Fernandes,Portugal,SL Benfica,MID,83
402,Timo,Horn,Germany,1. FC Köln,GK,83
403,José Ignacio,Fernández Iglesias,Spain,Real Madrid,DEF,83
404,Danilo Luís,Hélio Pereira,Portugal,FC Porto,MID,83
405,Álvaro Borja,Morata Martín,Spain,Chelsea,ATT,83
406,Julian,Draxler,Germany,Paris Saint-Germain,MID,83
407,Memphis,Depay,Holland,Olympique Lyonnais,ATT,83
408,Stefan,Savi?,Montenegro,Atlético Madrid,DEF,83
409,Jordan,Pickford,England,Everton,GK,83
410,Manuel,Trigueros Muñoz,Spain,Villarreal CF,MID,83
411,Kepa,Arrizabalaga,Spain,Chelsea,GK,83
412,Mateo,Kova?i?,Croatia,Chelsea,MID,83
413,Felipe Augusto,de Almeida Monteiro,Brazil,FC Porto,DEF,83
414,Gerard,Moreno Balagueró,Spain,Villarreal CF,ATT,83
415,Yannick,Carrasco,Belgium,Dalian Yifang FC,MID,83
416,Lucas,Vázquez Iglesias,Spain,Real Madrid,ATT,83
417,Quincy,Promes,Holland,Spartak Moscow,MID,83
418,Leon,Goretzka,Germany,FC Bayern München,MID,83
419,Adrien,Rabiot,France,Paris Saint-Germain,MID,83
420,Samuel,Castillejo Azuaga,Spain,Milan,MID,83
421,Anthony,Martial,France,Manchester United,ATT,83
422,Timo,Werner,Germany,RB Leipzig,ATT,83
423,Bruno Miguel,Borges Fernandes,Portugal,Sporting CP,MID,83
424,Aymeric,Laporte,France,Manchester City,DEF,83
425,Jonathan,Tah,Germany,Bayer 04 Leverkusen,DEF,83
426,Kingsley,Coman,France,FC Bayern München,MID,83
427,Thomas,Lemar,France,Atlético Madrid,MID,83
428,Corentin,Tolisso,France,FC Bayern München,MID,83
429,Naby,Keïta,Guinea,Liverpool,MID,83
430,Malcom Filipe,Silva de Oliveira,Brazil,FC Barcelona,ATT,83
431,Presnel,Kimpembe,France,Paris Saint-Germain,DEF,83
432,Gabriel,Fernando de Jesus,Brazil,Manchester City,ATT,83
433,Iker,Casillas Fernández,Spain,FC Porto,GK,82
434,Joaquín,Sánchez Rodríguez,Spain,Real Betis,MID,82
435,Petr,?ech,Czech Republic,Arsenal,GK,82
436,Rune Almenning,Jarstein,Norway,Hertha BSC,GK,82
437,David,Villa Sánchez,Spain,New York City FC,ATT,82
438,Daniel,Alves da Silva,Brazil,Paris Saint-Germain,DEF,82
439,Lucas,Biglia,Argentina,Milan,MID,82
440,Andrea,Consigli,Italy,Sassuolo,GK,82
441,Laurent,Koscielny,France,Arsenal,DEF,82
442,Antonio,Valencia,Ecuador,Manchester United,DEF,82
443,Salvatore,Sirigu,Italy,Torino,GK,82
444,Jardel,Nivaldo Vieira,Brazil,SL Benfica,DEF,82
445,Ezequiel,Garay,Argentina,Valencia CF,DEF,82
446,Andrés,Guardado,Mexico,Real Betis,MID,82
447,Daniel,Wass,Denmark,Valencia CF,MID,82
448,Iván,Marcano Sierra,Spain,Roma,DEF,82
449,Axel,Witsel,Belgium,Borussia Dortmund,MID,82
450,Lars,Bender,Germany,Bayer 04 Leverkusen,DEF,82
451,Yann,Sommer,Switzerland,Borussia Mönchengladbach,GK,82
452,Olivier,Giroud,France,Chelsea,ATT,82
453,Federico,Fazio,Argentina,Roma,DEF,82
454,Georginio,Wijnaldum,Holland,Liverpool,MID,82
455,Vedran,?orluka,Croatia,Lokomotiv Moscow,DEF,82
456,Adil,Rami,France,Olympique de Marseille,DEF,82
457,Ljubomir,Fejsa,Serbia,SL Benfica,MID,82
458,Marco,Parolo,Italy,Lazio,MID,82
459,Max,Kruse,Germany,SV Werder Bremen,ATT,82
460,Jordan,Henderson,England,Liverpool,MID,82
461,Nicolás,Gaitán,Argentina,Dalian Yifang FC,MID,82
462,Marko,Arnautovi?,Austria,West Ham United,ATT,82
463,Sebastian,Giovinco,Italy,Toronto FC,ATT,82
464,Gylfi,Sigurðsson,Iceland,Everton,MID,82
465,Aleksandar,Kolarov,Serbia,Roma,DEF,82
466,Ömer,Toprak,Turkey,Borussia Dortmund,DEF,82
467,Kieran,Trippier,England,Tottenham Hotspur,DEF,82
468,Aaron,Ramsey,Wales,Arsenal,MID,82
469,Marlos,Romero Bonfim,Ukraine,Shakhtar Donetsk,MID,82
470,Steven,Nzonzi,France,Roma,MID,82
471,Oscar,dos Santos Emboaba,Brazil,Shanghai SIPG FC,MID,82
472,Taison,Barcellos Freda,Brazil,Shakhtar Donetsk,MID,82
473,Giacomo,Bonaventura,Italy,Milan,MID,82
474,Pedro,Rodríguez Ledesma,Spain,Chelsea,ATT,82
475,Javier,Pastore,Argentina,Roma,MID,82
476,Ander,Herrera Agüera,Spain,Manchester United,MID,82
477,Shkodran,Mustafi,Germany,Arsenal,DEF,82
478,Mario,Götze,Germany,Borussia Dortmund,MID,82
